Age,Attrition,Department,JobRole,Gender,MaritalStatus,MonthlyIncome,YearsAtCompany,EducationField,BusinessTravel
29,0,1,0,1,0,6384,7,1,2
42,0,1,2,1,2,3968,0,1,2
32,1,2,7,1,2,9907,2,2,2
46,0,2,7,0,0,13225,19,5,2
27,0,2,8,0,1,3540,9,3,2
29,0,0,1,1,1,2804,1,3,2
43,0,1,3,0,1,19392,16,3,2
48,0,1,5,1,1,19665,22,1,2
29,1,1,6,1,2,2439,1,1,1
46,1,2,7,0,1,7314,8,1,2
27,0,1,6,0,1,4774,7,1,1
39,0,1,6,1,0,3902,2,4,2
55,0,1,6,1,1,2662,5,5,2
28,0,2,8,0,1,2856,1,3,2
30,1,2,8,1,2,1081,1,3,2
22,1,1,6,1,2,2472,1,1,2
36,0,2,7,0,1,5673,10,5,2
31,0,1,2,1,0,4197,10,1,2
34,0,2,7,1,1,9713,5,1,2
29,0,1,2,1,2,2062,3,1,2
37,0,1,6,1,1,4284,5,3,2
35,0,1,4,0,1,4788,3,4,2
45,0,1,4,0,1,5906,9,1,2
36,0,0,1,1,2,3886,10,0,1
40,0,1,3,1,0,16823,19,1,2
26,0,1,6,0,1,2933,1,1,2
27,0,2,7,0,2,6500,8,3,2
48,0,1,3,0,0,17174,22,3,1
44,0,1,0,1,1,5033,2,1,2
34,1,1,6,1,1,2307,5,5,0
56,1,1,2,1,2,2587,4,1,2
36,0,2,7,1,1,5507,4,2,2
41,0,2,7,0,1,4393,5,2,2
42,0,1,5,1,1,13348,13,3,2
31,0,2,7,0,0,6583,5,3,2
34,0,2,7,0,1,8103,4,3,2
31,0,1,2,0,0,3978,2,3,2
26,0,1,2,1,1,2544,7,4,1
45,0,1,0,1,2,5399,4,3,1
33,0,2,7,1,2,5487,10,2,2
28,0,2,7,1,1,6834,7,1,1
29,1,2,8,1,2,1091,1,5,1
39,0,2,7,0,1,5736,3,1,0
27,0,1,6,1,1,2226,5,5,2
34,0,1,6,1,1,5747,15,4,1
28,1,2,7,0,2,9854,2,2,2
47,0,1,6,1,1,5467,8,5,0
56,0,2,7,0,1,5380,0,2,2
39,0,1,4,1,1,5151,10,3,2
38,0,1,6,0,0,2133,20,3,1
58,0,2,3,0,1,17875,1,1,2
32,1,1,6,0,2,2432,4,1,1
38,0,1,6,1,0,4771,5,1,2
49,0,1,5,1,1,19161,5,1,1
42,0,2,7,1,0,5087,0,2,2
27,1,0,1,0,1,2863,1,0,1
35,0,2,7,1,1,5561,5,3,2
28,0,1,6,1,2,2144,5,3,0
31,0,1,6,1,0,3065,4,3,0
36,0,1,2,1,1,2810,5,1,0
34,0,2,7,1,2,9888,14,2,2
34,0,2,7,1,0,8628,8,3,2
26,0,1,2,1,2,2867,7,3,2
29,0,1,0,1,1,5373,5,1,2
32,0,1,0,0,0,6667,5,3,0
31,0,1,6,1,1,5003,10,1,1
28,1,1,2,1,0,2367,4,5,2
38,0,2,8,1,2,2858,1,1,2
35,0,2,7,0,1,5204,10,1,2
27,0,2,7,1,2,4105,7,2,2
32,0,1,4,1,2,9679,1,1,2
31,1,2,7,1,1,5617,10,2,1
53,1,2,7,1,2,10448,2,1,2
54,0,1,6,0,1,2897,4,1,2
33,0,1,0,1,0,5968,9,1,1
43,0,1,0,1,1,7510,10,1,2
38,0,0,1,1,1,2991,6,4,1
55,0,0,3,1,1,19636,10,0,2
31,0,1,2,0,0,1129,1,3,2
39,0,2,7,1,2,13341,20,2,2
42,0,1,6,1,2,4332,20,1,0
31,0,1,5,0,1,11031,11,3,0
54,0,1,4,0,2,4440,5,3,2
24,0,1,0,1,2,4617,4,1,2
23,0,1,2,1,2,2647,5,4,2
40,0,1,2,0,1,6323,10,5,1
40,0,2,7,0,1,5677,11,2,2
25,0,0,1,0,1,2187,2,0,2
30,0,1,2,1,1,3748,12,3,2
25,0,1,2,1,0,3977,2,4,2
47,0,1,0,1,2,8633,17,3,2
33,0,1,2,1,0,2008,1,3,0
38,0,2,7,1,1,4440,15,1,2
31,0,2,8,1,1,3067,2,1,2
38,0,1,4,1,1,5321,8,1,1
42,0,1,6,1,0,5410,4,1,2
41,0,1,6,1,1,2782,5,1,2
47,0,1,5,0,1,11957,13,3,0
35,0,1,2,1,1,2660,2,3,2
22,0,1,6,1,2,3375,3,1,2
35,0,1,6,1,2,5098,10,3,2
33,0,1,0,0,1,4878,9,3,2
32,0,1,2,0,2,2837,6,1,2
40,0,1,2,1,1,2406,1,1,2
32,0,2,8,1,1,2269,2,3,2
39,0,1,6,1,2,4108,7,1,2
38,0,1,5,0,1,13206,18,3,2
32,0,2,7,0,1,10422,14,2,2
37,0,1,5,0,1,13744,16,1,2
25,0,2,7,0,0,4907,5,4,2
52,0,2,8,1,0,3482,9,1,0
44,0,1,6,1,2,2436,4,3,2
21,0,2,8,1,2,2380,2,3,2
39,0,1,3,1,2,19431,6,1,0
23,1,2,8,1,1,1790,1,2,1
36,0,2,7,0,1,7644,9,3,2
36,0,1,4,0,0,5131,4,1,1
56,0,1,0,1,0,6306,13,1,0
29,1,1,6,1,1,4787,2,3,2
42,0,1,3,1,1,18880,22,1,2
56,1,1,2,1,1,2339,10,5,2
41,0,1,4,0,1,13570,20,1,2
34,0,2,7,0,1,6712,8,2,2
36,0,2,7,1,0,5406,15,2,0
41,0,2,7,1,0,8938,5,1,2
32,0,1,6,1,2,2439,4,5,2
35,0,0,1,0,2,8837,9,1,2
38,0,2,7,0,1,5343,10,1,2
50,1,2,7,1,0,6728,6,1,1
36,0,2,7,0,1,6652,6,2,2
45,0,2,7,0,2,4850,5,1,2
40,0,1,6,1,2,2809,2,1,2
35,0,1,0,1,1,5689,10,1,1
40,0,1,6,0,1,2001,5,3,2
35,0,1,6,0,1,2977,4,1,2
29,0,1,2,1,1,4025,4,4,2
29,0,1,6,0,2,3785,5,3,2
50,1,2,7,1,0,10854,3,2,2
39,0,2,7,0,1,12031,20,2,2
31,0,1,4,1,2,9936,9,3,0
26,0,2,8,0,2,2966,4,4,2
36,0,1,2,1,1,2571,5,3,1
39,0,1,0,1,1,9991,7,3,2
27,0,1,4,1,1,6142,6,1,2
49,0,2,7,1,1,5390,9,3,1
34,0,1,2,1,1,4404,4,3,2
